,movieid,title,genres,Average Rating,Number of Ratings,model_score,imdbid,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,tmdbId
3207,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,2.1274900398406373,251,534.0,103060.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,1991-03-22,"Action, Adventure, Comedy",88.0,"USA, Hong Kong",English,Michael Pressman,"Kevin Eastman, Peter Laird",Golden Harvest Company,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden, Kenn Scott, Mark Caso, Kevin Clash, Ernie Reyes Jr., François Chau, Toshishiro Obata, Raymond Serra, Mark Ginther, Kurt Bryant, Kevin Nash, Joseph Amodei","The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",$ 25000000,$ 78656813,$ 78656813,45.0,106.0,82.0,1497.0
3208,3440,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,1.9202127659574468,188,361.0,108308.0,Teenage Mutant Ninja Turtles III,1993,1993-03-19,"Action, Adventure, Comedy",96.0,"USA, Hong Kong",English,Stuart Gillard,"Kevin Eastman, Peter Laird",Golden Harvest Company,"Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono, Vivian Wu, Mark Caso, Matt Hill, Jim Raposa, David Fraser, James Murray, Eidan Hanzei, John Aylward, Mak Takano, Steve Akahoshi, Kent Kim",The turtles find themselves transported back in time to ancient Japan.,$ 21000000,$ 42273609,$ 42273609,40.0,95.0,68.0,1499.0
3209,3441,Red Dawn (1984),Action|War,3.2757894736842106,475,1556.0,87985.0,Red Dawn,1984,1984-11-23,"Action, Drama",114.0,USA,"English, Russian, Spanish",John Milius,"Kevin Reynolds, John Milius",United Artists,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton, Ron O'Neal, William Smith, Vladek Sheybal, Powers Boothe, Frank McRae","It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",$ 17000000,$ 38376497,$ 38376497,53.0,403.0,112.0,1880.0
3210,3442,Band of the Hand (1986),Action,2.3076923076923075,39,89.99999999999999,90693.0,Band of the Hand,1986,1986-08-22,"Action, Crime, Drama",109.0,USA,English,Paul Michael Glaser,"Leo Garen, Jack Baran",Delphi V Productions,"Stephen Lang, Michael Carmine, Lauren Holly, John Cameron Mitchell, Danny Quinn, Leon, Al Shannon, Danton Stone, Paul Calderon, Laurence Fishburne, James Remar, Tony Bolano, Frank Gilbert, Erla Julmiste, Deborah King",Five juvenile lost causes are sent to the Everglades where a war veteran tries to reform them using survival tactics. Their new skills and resolve are tested when a Miami drug lord targets them for trying to clean up their neighborhood.,$ 8700000,$ 4865912,$ 4865912,34.0,24.0,26.0,33762.0
3211,3443,Born American (1986),Action|Drama|Thriller,3.8,5,19.0,91313.0,Born American,1986,1986-12-19,"Action, Drama, Thriller",97.0,"USA, Finland",English,Renny Harlin,"Renny Harlin, Markus Selin",Cinema Group Ventures,"Mike Norris, Steve Durham, David Coburn, Thalmus Rasulala, Albert Salmi, Piita Vuosalmi, Vesa Vierikko, Ismo Kallio, Laura Munsterhjelm, Antti Horko, Pauli Virtanen, Jone Takamäki, Inkeri Luoma-aho, Markku Blomqvist, Sari Havas","Three American students vacationing in Finland, cross the border into Russia for fun of it. When they are spotted by the Russian soldiers who are shooting to kill, it's not fun anymore. ...",$ 3401376,$ 3388020,$ 3388020,35.0,20.0,8.0,103960.0
3212,3444,Bloodsport (1988),Action,3.225225225225225,222,716.0,92675.0,Bloodsport,1988,1988-04-29,"Action, Biography, Drama",92.0,USA,English,Newt Arnold,"Sheldon Lettich, Sheldon Lettich",Cannon International,"Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton, Forest Whitaker, Roy Chiao, Philip Chan, Pierre Rafini, Bolo Yeung, Ken Siu, Kimo Lai Kwok Ki, Bernard Mariano, Bill Yuen Ping Kuen, Shun-Yin Leung, Joshua Schroder","""Bloodsport"" follows",$ 1100000,$ 11806119,$ 11806119,29.0,255.0,90.0,11690.0
3213,3445,Eyes of Laura Mars (1978),Mystery|Thriller,3.194244604316547,139,444.0,77530.0,Eyes of Laura Mars,1978,1978-08-02,"Mystery, Thriller",104.0,USA,English,Irvin Kershner,"John Carpenter, David Zelag Goodman",Columbia Pictures,"Faye Dunaway, Tommy Lee Jones, Brad Dourif, Rene Auberjonois, Raul Julia, Frank Adonis, Lisa Taylor, Darlanne Fluegel, Rose Gregorio, Bill Boggs, Steve Marachuk, Meg Mundy, Marilyn Meyers, Gary Bayer, Mitchell Edmonds",A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.,$ 7000000,$ 20000000,$ 20000000,49.0,90.0,84.0,29143.0
3214,3446,Funny Bones (1995),Comedy,3.41025641025641,39,133.0,113133.0,Funny Bones,1995,1995-03-31,"Comedy, Drama",128.0,"UK, USA",English,Peter Chelsom,"Peter Chelsom, Peter Flannery",Hollywood Pictures,"Oliver Platt, Jerry Lewis, Lee Evans, Leslie Caron, Richard Griffiths, Sadie Corre, Oliver Reed, George Carl, Freddie Davies, Ian McNeice, Christopher Greet, Peter Gunn, Gavin Millar, William Hootkins, Terence Rigby",An unsuccessful comedian uncovers a family secret and learns the true price of letting inherent talent shine.,,$ 532268,$ 532268,,58.0,28.0,35292.0
3215,3447,"Good Earth, The (1937)",Drama,3.7222222222222223,72,268.0,28944.0,The Good Earth,1937,1937-08-06,"Drama, Romance",138.0,USA,English,"Sidney Franklin, Victor Fleming","Talbot Jennings, Tess Slesinger",Metro-Goldwyn-Mayer (MGM),"Paul Muni, Luise Rainer, Walter Connolly, Tilly Losch, Charley Grapewin, Jessie Ralph, Soo Yong, Keye Luke, Roland Lui, Suzanna Kim, Ching Wah Lee, Harold Huber, Olaf Hytten, William Law, Mary Wong","Although married Chinese farmers Wang and O-Lan initially experience success, their lives are complicated by declining fortunes and lean times, as well as the arrival of the beautiful young Lotus.",$ 2800000,,,,66.0,21.0,36652.0
3216,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,3.733826247689464,1082,4040.0,93105.0,"Good Morning, Vietnam",1987,1988-10-07,"Biography, Comedy, Drama",121.0,USA,English,Barry Levinson,Mitch Markowitz,Touchstone Pictures,"Robin Williams, Forest Whitaker, Tom. T. Tran, Chintara Sukapatana, Bruno Kirby, Robert Wuhl, J.T. Walsh, Noble Willingham, Richard Edson, Juney Smith, Richard Portnow, Floyd Vivino, Cu Ba Nguyen, Dan Stanton, Don Stanton","In 1965, an unorthodox and irreverent DJ named",$ 13000000,$ 123922370,$ 123922370,67.0,157.0,69.0,801.0
3217,3449,"Good Mother, The (1988)",Drama,2.9705882352941178,34,101.0,95238.0,The Good Mother,1988,1988-11-04,"Drama, Romance",103.0,USA,English,Leonard Nimoy,"Michael Bortman, Sue Miller",Touchstone Pictures,"Diane Keaton, Liam Neeson, Jason Robards, Ralph Bellamy, Teresa Wright, James Naughton, Asia Vieira, Joe Morton, Katey Sagal, Margaret Bard, Nancy Beatty, Barry Belchamber, Mairon Bennett, Zachary Bennett, Scott Brunt",A divorced mother may lose custody of her young daughter to her ex-husband after he learns that the little girl crawled into bed with the mother and her boyfriend.,$ 14000000,$ 4764606,$ 4764606,,11.0,8.0,104301.0
3218,3450,Grumpy Old Men (1993),Comedy,3.415327564894932,809,2763.0,107050.0,Grumpy Old Men,1993,1993-12-25,"Comedy, Drama, Romance",103.0,USA,English,Donald Petrie,Mark Steven Johnson,John Davis,"Jack Lemmon, Walter Matthau, Ann-Margret, Burgess Meredith, Daryl Hannah, Kevin Pollak, Ossie Davis, Buck Henry, Christopher McDonald, Steve Cochran, Joe Howard, Isabell O'Connor, Buffy Sedlachek, John Carroll Lynch, Charles Brin",A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.,,$ 70172621,$ 70172621,53.0,103.0,43.0,11520.0
3219,3451,Guess Who's Coming to Dinner (1967),Comedy|Drama,3.92,350,1372.0,61735.0,Guess Who's Coming to Dinner,1967,1968-04-03,"Comedy, Drama",108.0,USA,English,Stanley Kramer,William Rose,Columbia Pictures,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton, Cecil Kellaway, Beah Richards, Roy Glenn, Isabel Sanford, Virginia Christine, Alexandra Hay, Barbara Randolph, D'Urville Martin, Tom Heaton, Grace Gaynor, Skip Martin",A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,$ 4000000,$ 56666667,$ 56666667,63.0,384.0,72.0,1879.0
3220,3452,Romeo Must Die (2000),Action|Romance,3.1419939577039275,331,1040.0,165929.0,Romeo Must Die,2000,2000-07-21,"Action, Crime, Thriller",115.0,USA,"English, Chinese",Andrzej Bartkowiak,"Mitchell Kapner, Eric Bernt",Warner Bros.,"Jet Li, Aaliyah, Isaiah Washington, Russell Wong, Delroy Lindo, D.B. Woodside, Henry O, Jon Kit Lee, Edoardo Ballerini, Anthony Anderson, DMX, Matthew Harrison, Terry Chen, Derek Lowe, Ronin Wong",An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,$ 25000000,$ 55973336,$ 91036760,52.0,374.0,72.0,2085.0
3221,3453,Here on Earth (2000),Drama|Romance,2.4831460674157304,89,221.0,195778.0,Here on Earth,2000,2000-06-30,"Drama, Romance",96.0,USA,English,Mark Piznarski,Michael Seitzman,Fox 2000 Pictures,"Chris Klein, Leelee Sobieski, Josh Hartnett, Michael Rooker, Annie Corley, Bruce Greenwood, Annette O'Toole, Elaine Hendrix, Stuart Wilson, Ronni Saxon, Maureen O'Malley, Tac Fitzgerald, Jessica Stier, Erik Eidem, Zach Fehst",A rich college kid is taught a lesson after a joy ride ends up destroying a country restaurant.,$ 15000000,$ 10522168,$ 10873148,25.0,161.0,45.0,13539.0
3222,3454,Whatever It Takes (2000),Comedy|Romance,2.697674418604651,43,116.0,202402.0,Whatever It Takes,2000,2000-08-11,"Comedy, Drama, Romance",94.0,USA,English,David Raynr,Mark Schwahn,Columbia Pictures,"Jodi Lyn O'Keefe, Shane West, Marla Sokoloff, Manu Intiraymi, Aaron Paul, Julia Sweeney, James Franco, Kip Pardue, Scott Vickaryous, Colin Hanks, Richard Schiff, Kevin Ruf, Erin Champaign, Rachel Zerko, Eric Kushnick",A modern-day remake of the Cyrano DeBergerac tale.,$ 32000000,$ 8745680,$ 9902115,20.0,92.0,28.0,16222.0
3223,3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,3.9384615384615387,65,256.0,191043.0,Rang-e khoda,1999,2000-09-07,"Drama, Family",90.0,Iran,"Persian, Azerbaijani",Majid Majidi,Majid Majidi,Varahonar Company,"Hossein Mahjoub, Mohsen Ramezani, Salameh Feyzi, Farahnaz Safari, Elham Sharifi, Behzad Rafi, Mohamad Rahmani, Morteza Fatemi, Kamal Mirkarimi, Masoome Zinati, Zahra Mizani, Ahmed Aminian, Moghadam Behboodi, GanAli Khorami","The story of Mohammed, a blind Iranian boy and his father, Hashem, who is always oscillating between accepting his son as he is and abandoning him, as he represents a burden for him, after the loss of his wife.",,$ 1817216,$ 2777552,80.0,99.0,71.0,17078.0
3224,3457,Waking the Dead (1999),Drama,2.99290780141844,141,422.0,127349.0,Waking the Dead,2000,2000-03-24,"Drama, Mystery, Romance",105.0,"USA, Canada",English,Keith Gordon,"Scott Spencer, Robert Dillon",Polygram Filmed Entertainment,"Billy Crudup, Bill Haugland, Nelson Landrieu, Ivonne Coll, Jennifer Connelly, Maxine Guess, Paul Hipp, Hal Holbrook, Lawrence Dane, Ed Harris, Robert Harding, Janet McTeer, Molly Parker, Larry Marshall, Don Jordan","A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge.",$ 8500000,$ 270745,$ 270745,59.0,108.0,45.0,37722.0
3225,3458,Blood and Sand (Sangre y Arena) (1989),Drama|Romance,3.0,1,3.0,98251.0,Sangre y arena,1989,1990-01-26,"Drama, Romance",113.0,"Spain, USA","Spanish, English",Javier Elorrieta,"Rafael Azcona, Vicente Blasco Ibáñez",José Frade Producciones Cinematográficas S.A.,"Christopher Rydell, Sharon Stone, Ana Torrent, Guillermo Montesinos, Albert Vidal, Simón Andreu, Antonio Flores, Margarita Calahorra, José Luis de Vilallonga, Tony Fuentes, Julia Torres, Aldo Sambrell, Daniel Martín, Luis Martin Carrasco, Luis Barboo",Juan is a young Spanish man whose dream is to become one of the famous toreros. When he was caught making an illegal (and in fact for the real torero life endangering) night bullfight with ...,,,,,6.0,1.0,75892.0
3226,3459,Gothic (1986),Drama|Horror,2.774193548387097,62,172.0,,,,,,,,,,,,,,,,,,,,
3227,3460,Hillbillys in a Haunted House (1967),Comedy,1.0,1,1.0,61765.0,Hillbillys in a Haunted House,1967,1967-05-01,"Comedy, Family, Horror",86.0,USA,English,Jean Yarbrough,"Duke Yelton, Duke Yelton",Woolner Brothers Pictures Inc.,"Ferlin Husky, Joi Lansing, Don Bowman, John Carradine, Lon Chaney Jr., Linda Ho, Basil Rathbone, Molly Bee, Merle Haggard, Sonny James, Jim Kent, Marcella Wright, Richard Webb, Larry Barton, George Barrows","Country singers on their way to Nashville get in between a shoot out between Spies and the local Sheriff, forcing them to stop at an old haunted mansion. Soon they realize that the house is...",$ 200000,,,,40.0,26.0,99008.0
3228,3461,Lord of the Flies (1963),Adventure|Drama|Thriller,3.6657223796033995,353,1294.0,57261.0,Lord of the Flies,1963,1977-01-20,"Adventure, Drama, Thriller",92.0,UK,English,Peter Brook,William Golding,Two Arts Ltd.,"James Aubrey, Tom Chapin, Hugh Edwards, Roger Elwin, Tom Gaman, Roger Allan, David Brunjes, Peter Davy, Kent Fletcher, Nicholas Hammond, Christopher Harris, Alan Heaps, Jonathan Heaps, Burnes Hollyman, Andrew Horne","Lost on an island, young survivors of a plane crash eventually revert to savagery despite the few rational boys' attempts to prevent that.",$ 250000,,,67.0,126.0,85.0,9960.0
3229,3462,Modern Times (1936),Comedy,4.2360655737704915,305,1292.0,27977.0,Modern Times,1936,1937-03-12,"Comedy, Drama, Family",87.0,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds, Mira McKinney, Murdock MacQuarrie, Wilfred Lucas, Edward LeSaint, Fred Malatesta",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,$ 1500000,$ 163577,$ 457688,96.0,307.0,115.0,3082.0
3230,3463,Last Resort (1994),Comedy,1.8,10,18.0,,,,,,,,,,,,,,,,,,,,
3231,3464,Solar Crisis (1993),Sci-Fi|Thriller,2.45,20,49.0,,,,,,,,,,,,,,,,,,,,
3232,3465,That's Life! (1986),Drama,2.7777777777777777,18,50.0,92079.0,That's Life!,1986,1987-05-15,"Comedy, Drama",102.0,USA,English,Blake Edwards,"Milton Wexler, Blake Edwards",Blake Edwards,"Jack Lemmon, Julie Andrews, Sally Kellerman, Robert Loggia, Jennifer Edwards, Robert Knepper, Matt Lattanzi, Chris Lemmon, Cynthia Sikes, Dana Sparks, Emma Walton Hamilton, Felicia Farr, Teddy Wilson, Nicky Blair, Jordan Christopher",A wealthy yet depressed architect and his sympathetic wife strive to conquer their life issues in anticipation of Harvey Fairchild's (Jack Lemmon's) 60th birthday party.,,$ 4079895,$ 4079895,,20.0,10.0,52961.0
3233,3466,Heart and Souls (1993),Comedy|Fantasy,3.547945205479452,219,777.0,107091.0,Heart and Souls,1993,1993-08-13,"Comedy, Drama, Fantasy",104.0,USA,English,Ron Underwood,"Gregory Hansen, Gregory Hansen",Universal Pictures,"Robert Downey Jr., Charles Grodin, Alfre Woodard, Kyra Sedgwick, Tom Sizemore, David Paymer, Elisabeth Shue, Bill Calvert, Lisa Lucas, Shannon Orrock, Michael Zebulon, Chasiti Hampton, Wanya Green, Janet MacLachlan, Javar David Levingston",An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife.,$ 25000000,$ 16589540,$ 16589540,,81.0,20.0,12187.0
3234,3467,Hud (1963),Drama|Western,4.021505376344086,279,1122.0,57163.0,Hud,1963,1963-09-12,"Drama, Western",112.0,USA,English,Martin Ritt,"Irving Ravetch, Harriet Frank Jr.",Salem-Dover Productions,"Paul Newman, Melvyn Douglas, Patricia Neal, Brandon De Wilde, Whit Bissell, Crahan Denton, John Ashley, Val Avery, George Petrie, Curt Conway, Sheldon Allman, Pitt Herbert, Carl Low, Robert Hinkle, Don Kennedy","Honest and hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant and egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.",$ 2500000,,,62.0,146.0,60.0,24748.0
3235,3468,"Hustler, The (1961)",Drama,4.24,450,1908.0,54997.0,The Hustler,1961,1961-10-27,"Drama, Sport",134.0,USA,English,Robert Rossen,"Sidney Carroll, Robert Rossen",Rossen Films,"Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott, Myron McCormick, Murray Hamilton, Michael Constantine, Stefan Gierasch, Clifford A. Pellow, Jake LaMotta, Gordon B. Clarke, Alexander Rose, Carolyn Coates, Carl York, Vincent Gardenia",An up-and-coming pool player plays a long-time champion in a single high-stakes match.,$ 2000000,,,90.0,204.0,111.0,990.0
3236,3469,Inherit the Wind (1960),Drama,4.279850746268656,268,1147.0,53946.0,Inherit the Wind,1960,1960-12-01,"Biography, Drama, History",128.0,USA,English,Stanley Kramer,"Nedrick Young, Harold Jacob Smith",Stanley Kramer Productions,"Spencer Tracy, Fredric March, Gene Kelly, Dick York, Donna Anderson, Harry Morgan, Claude Akins, Elliott Reid, Paul Hartman, Philip Coolidge, Jimmy Boyd, Noah Beery Jr., Norman Fell, Gordon Polk, Hope Summers","Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution.",,,,75.0,190.0,77.0,1908.0
3237,3470,Dersu Uzala (1974),Adventure|Drama,4.326086956521739,92,398.0,71411.0,Dersu Uzala,1975,1977-01-20,"Adventure, Biography, Drama",134.0,"Soviet Union, Japan","Russian, Chinese",Akira Kurosawa,"Akira Kurosawa, Yuriy Nagibin",Atelier 41,"Yuriy Solomin, Maksim Munzuk, Mikhail Bychkov, Vladimir Khrulyov, V. Lastochkin, Stanislav Marin, Igor Sykhra, Vladimir Sergiyakov, Yanis Yakobsons, V. Khlestov, G. Polunin, V. Koldin, M. Tetov, S. Sinyavskiy, Vladimir Sverba",The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,$ 4000000,,$ 14480,,86.0,48.0,9764.0
3238,3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,4.0144727773949,1451,5825.0,75860.0,Close Encounters of the Third Kind,1977,1978-03-03,"Drama, Sci-Fi",138.0,USA,"English, French, Spanish, Hindi",Steven Spielberg,Steven Spielberg,Julia Phillips and Michael Phillips Productions,"Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon, Bob Balaban, J. Patrick McNamara, Warren J. Kemmerling, Roberts Blossom, Philip Dodds, Cary Guffey, Shawn Bishop, Adrienne Campbell, Justin Dreyfuss, Lance Henriksen, Merrill Connally","Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.",$ 20000000,$ 135189114,$ 306899494,90.0,440.0,230.0,840.0
